,s,t,d,s
14904,80,176,20.701380853010228,26.5
14905,80,177,6.1262982981229825,18.0
14906,80,178,14.071351971692115,26.5
14907,80,180,11.11600373394112,26.5
14908,80,181,4.921258605004357,18.0
14909,80,182,16.173551983560863,18.0
14910,80,183,22.749043986465733,19.0
14911,80,184,19.53526932033666,18.0
14912,80,185,18.19331351236421,18.0
14913,80,187,16.760824772007282,26.5
14914,80,188,3.607860188170492,18.0
14915,80,189,3.7960442034046205,18.0
14916,80,190,5.594148196207833,18.0
14917,80,191,19.49648635213894,26.5
14918,80,192,12.446561989972668,19.0
14919,80,193,5.67333656686408,18.0
14920,80,194,10.021554417103488,18.0
14921,80,195,5.4435552017387865,18.0
14922,80,196,8.934604367397183,18.0
14923,80,197,11.563276547835992,26.5
14924,80,198,4.486468986065346,18.0
14925,80,199,11.342532576334044,18.0
14926,80,201,18.327125046193483,26.5
14927,80,202,5.667413436632428,18.0
14928,80,203,20.31283755268335,26.5
14929,80,204,27.646166696576422,26.5
14930,80,205,17.467875566562586,26.5
14931,80,206,12.20636598072279,18.0
14932,80,208,17.48853393657273,18.0
14933,80,209,3.0935571141471563,18.0
14934,80,210,13.564107230017948,26.5
14935,80,211,2.9261468225832235,18.0
14936,80,215,14.690429705109272,26.5
14937,80,216,13.328509738416795,26.5
14938,80,217,917.9428170140314,26.5
14939,80,219,19.569522851240983,26.5
14940,80,220,19.414741315371547,18.0
14941,80,221,13.05087322930878,19.0
14942,80,222,10.26960861611617,26.5
14943,80,223,8.769219628800712,18.0
14944,80,225,4.6118627607820875,18.0
14945,80,226,4.089391684604225,18.0
14946,80,227,9.08812651348726,18.0
14947,80,228,7.582005958574482,18.0
14948,80,232,1.8252998869060966,18.0
14949,80,234,3.3076088610015906,18.0
14950,80,235,16.295434108206095,18.0
14951,80,236,6.300978604033157,18.0
14952,80,237,7.539868717869624,18.0
14953,80,238,7.641990187914659,18.0
14954,80,239,7.506543124660858,18.0
14955,80,240,21.668322983308666,18.0
14956,80,242,18.13174297020812,18.0
14957,80,243,14.444154524413966,18.0
14958,80,245,14.952796554679503,26.5
14959,80,246,5.444417975894131,18.0
14960,80,247,13.297165261067754,18.0
14961,80,248,16.03064619465918,18.0
14962,80,249,4.07213866951635,18.0
14963,80,251,17.169403378069145,26.5
14964,80,252,15.527056962136243,19.0
14965,80,253,18.40692831832485,26.5
14966,80,257,6.5607663171856085,18.0
14967,80,258,9.54826701444534,26.5
14968,80,259,22.09672103649414,18.0
14969,80,260,6.390177311520513,18.0
14970,80,261,3.8254581520571054,18.0
14971,80,262,8.149045568182707,18.0
14972,80,264,3859.478685079186,26.5
14973,81,2,31.634059508681425,27.5
14974,81,4,22.185649598007686,19.0
14975,81,5,48.01573280371109,27.5
14976,81,6,37.49399027049686,27.5
14977,81,7,15.535018010788,19.0
14978,81,8,14.550020442428131,19.0
14979,81,9,14.485880719009296,27.5
14980,81,10,23.908906090814376,27.5
14981,81,11,35.017110599903916,27.5
14982,81,12,25.96910616218696,19.0
14983,81,13,25.329898977015237,19.0
14984,81,14,32.90602529749507,19.0
14985,81,16,14.019042532886965,27.5
14986,81,17,21.758023975587648,19.0
14987,81,18,5.246589922164169,19.0
14988,81,19,20.576391259324364,27.5
14989,81,20,6.126877217881942,19.0
14990,81,21,33.283225178611545,27.5
14991,81,22,33.92715110174785,20.0
14992,81,24,15.331110373398825,19.0
14993,81,25,26.096041039332178,19.0
14994,81,26,31.656598833057068,19.0
14995,81,29,36.33700533750651,27.5
14996,81,30,31.198096712751102,27.5
14997,81,31,1649.3486738423887,27.5
14998,81,32,5.2948551367588665,19.0
14999,81,33,25.58741631558244,19.0
15000,81,34,24.362293998683157,19.0
15001,81,35,25.805703766562544,19.0
15002,81,36,22.090131106728617,19.0
15003,81,37,23.10162336646128,19.0
15004,81,38,22.84399221730341,27.5
15005,81,39,27.888028989041857,27.5
15006,81,40,27.241792832239557,19.0
15007,81,42,14.560846512719566,19.0
15008,81,43,16.46855598807147,19.0
15009,81,45,23.783219904456764,19.0
15010,81,46,5.7545380368364185,27.5
15011,81,48,23.101805159976593,19.0
15012,81,49,24.928189979553377,19.0
15013,81,50,20.08500532927419,19.0
15014,81,51,1.6206565751909578,19.0
15015,81,52,26.490517283191544,19.0
15016,81,53,11.311269111018547,19.0
15017,81,54,26.64832561834916,19.0
15018,81,55,37.40782377149857,27.5
15019,81,56,15.95933957422671,19.0
15020,81,57,15.95933957422671,19.0
15021,81,58,5.524232637765722,19.0
15022,81,59,7.71994002989683,19.0
15023,81,60,7.903462539033226,19.0
15024,81,61,26.234311047722006,19.0
15025,81,62,26.252786500799974,19.0
15026,81,63,22.390094708689087,20.0
15027,81,64,14.95967566699296,27.5
15028,81,65,25.545795426922123,19.0
15029,81,66,24.515342598283823,19.0
15030,81,67,33.56547970733439,20.0
15031,81,68,20.354068536601606,19.0
15032,81,69,10.48567486596451,19.0
15033,81,70,14.483843813788244,19.0
15034,81,73,15.016128966391447,27.5
15035,81,74,13.452841425479798,19.0
15036,81,75,12.936050457550978,19.0
15037,81,76,25.066240143695023,20.0
15038,81,77,25.507197404976516,20.0
15039,81,78,7.1266250414658465,19.0
15040,81,79,22.196604902981477,19.0
15041,81,80,22.84083075179485,19.0
15042,81,82,17.405801553268027,19.0
15043,81,85,28.659689479356388,19.0
15044,81,86,32.06983927924681,27.5
15045,81,87,25.03457926361589,19.0
15046,81,88,25.952027725775213,19.0
15047,81,89,29.971312421182922,19.0
15048,81,90,21.28727801553186,19.0
15049,81,91,31.04198022260097,27.5
15050,81,92,13.707220636927183,20.0
15051,81,94,5.717152430428368,19.0
15052,81,95,18.826338337859877,20.0
15053,81,97,25.283069474544785,19.0
15054,81,98,17.32863784879901,27.5
15055,81,99,45.39762118870405,27.5
15056,81,100,20.274298266600855,19.0
15057,81,101,18.535267486189984,27.5
15058,81,102,21.36447835130412,19.0
15059,81,106,26.90042000868929,19.0
15060,81,107,21.47631386486248,19.0
15061,81,108,34.74436996793418,27.5
15062,81,109,46.32540916981224,27.5
15063,81,110,45.41600758329071,27.5
15064,81,111,29.633440916152864,19.0
15065,81,112,21.03017373300476,19.0
15066,81,113,22.51531799840484,19.0
15067,81,114,22.655793577257345,19.0
15068,81,116,12.496342669838503,19.0
15069,81,117,33.5276139127431,27.5
15070,81,119,10.29695194098204,19.0
15071,81,120,9.768234486625301,19.0
15072,81,122,20.127190918720093,27.5
15073,81,123,35.33286294219534,27.5
15074,81,124,25.645120888088524,27.5
15075,81,125,23.49446338848058,19.0
15076,81,126,9.651747614471729,19.0
15077,81,127,8.048052422016413,19.0
15078,81,128,8.370100204833784,19.0
15079,81,129,15.538950392373824,19.0
15080,81,130,20.758747621376955,27.5
15081,81,131,19.844856443250322,27.5
15082,81,132,27.6045422003954,27.5
15083,81,133,29.486164106764356,19.0
15084,81,134,19.89060260821656,27.5
15085,81,135,19.181728490821598,27.5
15086,81,136,6.504743642554043,19.0
15087,81,137,20.762742091716092,19.0
15088,81,138,13.097295216088797,19.0
15089,81,139,25.479152626792963,27.5
15090,81,140,17.80469071122367,19.0
15091,81,141,17.669155830911375,19.0
15092,81,143,18.16499897502973,19.0
15093,81,144,23.30267230715525,19.0
15094,81,145,19.116945903381403,19.0
15095,81,146,17.994694411381204,19.0
15096,81,147,9.853364784410857,19.0
15097,81,148,23.36985762998144,19.0
15098,81,149,32.5019415254975,27.5
15099,81,150,35.949731794482645,27.5
15100,81,151,15.331110373398825,19.0
15101,81,152,13.150234057589078,19.0
15102,81,153,7.0442829069725414,19.0
15103,81,156,39.473805196675194,27.5
15104,81,157,19.704307766524646,19.0
15105,81,158,22.161348912590217,19.0
15106,81,159,10.005622826917318,19.0
15107,81,160,19.398375686313308,19.0
15108,81,161,19.219624549081892,19.0
15109,81,162,18.759067452949303,19.0
15110,81,163,19.048279282141557,19.0
15111,81,164,20.24724448004033,19.0
15112,81,165,32.12648674447773,20.0
15113,81,166,14.271839608989742,19.0
15114,81,167,10.114597547720743,19.0
15115,81,168,12.091837462246406,19.0
15116,81,169,7.614776485607934,19.0
15117,81,170,20.09523432008959,19.0
15118,81,171,19.655615715803417,19.0
15119,81,174,4.276360317511836,19.0
15120,81,175,15.83967123297856,27.5
15121,81,176,43.46930319096367,27.5
15122,81,177,24.692013286925818,19.0
15123,81,178,35.60298910634961,27.5
15124,81,180,23.572258616229817,27.5
15125,81,181,27.67453195201106,19.0
15126,81,182,6.731546310573079,19.0
15127,81,183,4.079743831729645,20.0
15128,81,184,3.9902748606344103,19.0
15129,81,185,4.799497624927375,19.0
15130,81,187,38.47257224343739,27.5
15131,81,188,25.575043667599896,19.0
15132,81,189,26.223891071044203,19.0
15133,81,190,27.928418668419482,19.0
15134,81,191,20.52454426857432,27.5
15135,81,192,16.18428909337188,20.0
15136,81,193,17.211779377745763,19.0
15137,81,194,12.922304712815587,19.0
15138,81,195,28.212675093966258,19.0
15139,81,196,18.630268625763634,19.0
15140,81,197,21.017986977319996,27.5
15141,81,198,21.322812568668663,19.0
15142,81,199,11.695585858601097,19.0
15143,81,201,34.24599446363646,27.5
15144,81,202,17.471960079857787,19.0
15145,81,203,26.357330835204564,27.5
15146,81,204,49.97622141084317,27.5
15147,81,205,21.877501458443817,27.5
15148,81,206,34.58691699525785,19.0
15149,81,208,7.43197696071402,19.0
15150,81,209,25.078546086100484,19.0
15151,81,210,34.473114641078695,27.5
15152,81,211,23.344383966210074,19.0
15153,81,215,21.623827495204903,27.5
15154,81,216,24.289387145246295,27.5
15155,81,217,940.7329482648404,27.5
15156,81,219,23.973719405448147,27.5
15157,81,220,6.739737080635669,19.0
15158,81,221,35.65967999012235,20.0
15159,81,222,27.098090645271586,27.5
15160,81,223,14.169680221681277,19.0
15161,81,225,25.72129613844936,19.0
15162,81,226,18.82783274233382,19.0
15163,81,227,31.861193697294667,19.0
15164,81,228,30.297384183700757,19.0
15165,81,232,23.584752613655883,19.0
15166,81,234,21.7462487879097,19.0
15167,81,235,8.59878352667303,19.0
15168,81,236,17.591207449325204,19.0
15169,81,237,16.326760750755977,19.0
15170,81,238,17.702215272342986,19.0
15171,81,239,18.394516171464165,19.0
15172,81,240,5.001262952119,19.0
15173,81,242,4.731877517058752,19.0
15174,81,243,10.870890302792114,19.0
15175,81,245,36.99576929457207,27.5
15176,81,246,20.83428349531604,19.0
15177,81,247,10.426889646091475,19.0
15178,81,248,6.8242246108614335,19.0
15179,81,249,22.738786974017525,19.0
15180,81,251,39.203552642913515,27.5
15181,81,252,10.471765323267425,20.0
15182,81,253,10.994252738761498,27.5
15183,81,257,28.981986287774554,19.0
15184,81,258,22.286855105455384,27.5
15185,81,259,2.8280313061904203,19.0
15186,81,260,17.18308501685544,19.0
15187,81,261,25.02150215335567,19.0
15188,81,262,15.263681541931685,19.0
15189,81,264,3866.5544342763937,27.5
15190,82,2,15.182078923156405,26.5
15191,82,4,8.621440513636275,18.0
15192,82,5,33.32161969801185,26.5
15193,82,6,21.643275524281755,26.5
15194,82,7,5.883576241316283,18.0
15195,82,8,5.997385497155415,18.0
15196,82,9,7.964917344317175,26.5
15197,82,10,10.369030152878077,26.5
15198,82,11,18.17970361756928,26.5
15199,82,12,12.165147242948505,18.0
15200,82,13,12.016214449682373,18.0
15201,82,14,16.861867943505096,18.0
15202,82,16,9.240121679899405,26.5
15203,82,17,6.906639813442821,18.0
15204,82,18,14.859393063353295,18.0
15205,82,19,12.685040062972552,26.5
15206,82,20,13.215699451958729,18.0
15207,82,21,16.315099099299697,26.5
15208,82,22,17.20954151496886,19.0
15209,82,24,10.297312144264657,18.0
15210,82,25,10.56362958605052,18.0
15211,82,26,15.159612714018113,18.0
15212,82,29,19.01111771224408,26.5
15213,82,30,15.238905529889628,26.5
15214,82,31,1651.9573420332013,26.5
15215,82,32,12.723896960226414,18.0
15216,82,33,10.812232924036339,18.0
15217,82,34,9.137990930838482,18.0
15218,82,35,8.430066356856013,18.0
15219,82,36,5.519427716318052,18.0
15220,82,37,6.17552635794974,18.0
15221,82,38,12.685657953678797,26.5
15222,82,39,10.495920473335826,26.5
15223,82,40,11.751761612407352,18.0
15224,82,42,9.488085505728353,18.0
15225,82,43,8.94638280183582,18.0
15226,82,45,10.179600011526569,18.0
15227,82,46,14.555882606233196,26.5
15228,82,48,9.249897792038256,18.0
15229,82,49,8.9874530033161,18.0
15230,82,50,10.20336656038458,18.0
15231,82,51,15.81409396869604,18.0
15232,82,52,11.411806445073351,18.0
15233,82,53,6.2963386202306095,18.0
15234,82,54,11.696214498534998,18.0
15235,82,55,20.29086188871408,26.5
15236,82,56,1.9223050479141963,18.0
15237,82,57,1.9223050479141963,18.0
15238,82,58,12.430598568725303,18.0
15239,82,59,11.428749336240715,18.0
15240,82,60,11.188100319817252,18.0
15241,82,61,9.316135354105665,18.0
15242,82,62,9.323444037587592,18.0
15243,82,63,5.212095486102798,19.0
15244,82,64,11.624082594466724,26.5
15245,82,65,10.321808751895121,18.0
15246,82,66,9.611392725657781,18.0
15247,82,67,17.117071436854022,19.0
15248,82,68,8.8099091802276,18.0
15249,82,69,10.31840700671519,18.0
15250,82,70,2.9578740028027792,18.0
15251,82,73,8.261569595113924,26.5
15252,82,74,9.130314484239678,18.0
15253,82,75,8.349571263481476,18.0
15254,82,76,7.769733125481977,19.0
15255,82,77,8.116514554870536,19.0
15256,82,78,12.143990559622626,18.0
15257,82,79,9.217468975678154,18.0
15258,82,80,7.962723125573585,18.0
15259,82,81,17.405801553268027,19.0
15260,82,85,11.6804913791292,18.0
15261,82,86,17.91344026681667,26.5
15262,82,87,11.678713618163167,18.0
15263,82,88,12.000392085470736,18.0
15264,82,89,13.009885460341792,18.0
15265,82,90,9.386072428050092,18.0
15266,82,91,13.68323314917146,26.5
15267,82,92,6.0549972150436,19.0
15268,82,94,14.148500991240656,18.0
15269,82,95,3.3991455905207912,19.0
15270,82,97,9.720732426375323,18.0
15271,82,98,7.158178372490392,26.5
15272,82,99,30.87763043665989,26.5
15273,82,100,9.63546141813793,18.0
15274,82,101,14.106782978762647,26.5
15275,82,102,3.965532851018276,18.0
15276,82,106,11.264808933222847,18.0
15277,82,107,8.905378094719833,18.0
15278,82,108,17.573719828113113,26.5
15279,82,109,30.888206124245798,26.5
15280,82,110,29.602399330930584,26.5
15281,82,111,13.352168825945682,18.0
15282,82,112,6.280753856966374,18.0
15283,82,113,10.06007989757634,18.0
15284,82,114,10.050898703101186,18.0
15285,82,116,11.45506355973092,18.0
15286,82,117,17.55430586555914,26.5
15287,82,119,11.920882684767278,18.0
15288,82,120,12.906300699053322,18.0
15289,82,122,9.727109680854456,26.5
15290,82,123,18.006735929842602,26.5
15291,82,124,9.44477399310638,26.5
15292,82,125,10.973319961642769,18.0
15293,82,126,8.466373565409283,18.0
15294,82,127,15.172699401001415,18.0
15295,82,128,15.599091564962523,18.0
15296,82,129,2.2104109487488794,18.0
15297,82,130,7.546474150565497,26.5
15298,82,131,8.48291866379645,26.5
15299,82,132,13.345395651164596,26.5
15300,82,133,12.709284333946314,18.0
15301,82,134,5.011335358328636,26.5
15302,82,135,4.473937270105381,26.5
15303,82,136,15.258716589939553,18.0
15304,82,137,8.321416766167713,18.0
15305,82,138,4.372083372995801,18.0
15306,82,139,13.215239738158411,26.5
15307,82,140,8.169935018190198,18.0
15308,82,141,8.052564640805699,18.0
15309,82,143,9.657857109187542,18.0
15310,82,144,9.952532689582554,18.0
15311,82,145,5.908870211699316,18.0
15312,82,146,5.440355768303615,18.0
15313,82,147,8.98969854291113,18.0
15314,82,148,9.419645119135296,18.0
15315,82,149,15.18768819110177,26.5
15316,82,150,18.552628296459698,26.5
15317,82,151,10.297312144264657,18.0
15318,82,152,10.747199015579076,18.0
15319,82,153,15.76816674514579,18.0
15320,82,156,26.11502541319128,26.5
15321,82,157,3.248625264247258,18.0
15322,82,158,10.69734596494027,18.0
15323,82,159,9.31950370767506,18.0
15324,82,160,2.0422017281553755,18.0
15325,82,161,8.919574030210988,18.0
15326,82,162,8.335793103631655,18.0
15327,82,163,9.524209739335333,18.0
15328,82,164,9.039181943600157,18.0
15329,82,165,15.0075031277095,19.0
15330,82,166,10.807876230543688,18.0
15331,82,167,10.380825471367634,18.0
15332,82,168,8.144443012712017,18.0
15333,82,169,13.095578405833411,18.0
15334,82,170,8.552203298356382,18.0
15335,82,171,7.007174496591926,18.0
15336,82,174,15.643310406694408,18.0
15337,82,175,9.66708017639131,26.5
15338,82,176,27.74916554909257,26.5
15339,82,177,7.349353935990427,18.0
15340,82,178,18.318817734115765,26.5
15341,82,180,7.263598634002692,26.5
15342,82,181,11.699519633488157,18.0
15343,82,182,10.843783441716242,18.0
15344,82,183,16.237596891895166,19.0
15345,82,184,13.576499332977281,18.0
15346,82,185,13.446082572916158,18.0
15347,82,187,24.61736993883017,26.5
15348,82,188,9.14834685001973,18.0
15349,82,189,10.013490305750933,18.0
15350,82,190,11.412940610336426,18.0
15351,82,191,12.189282248192475,26.5
15352,82,192,4.538259970216556,19.0
15353,82,193,5.665179671071742,18.0
15354,82,194,7.1824112659573265,18.0
15355,82,195,13.000804373422026,18.0
15356,82,196,2.051894762154244,18.0
15357,82,197,5.748449226641627,26.5
15358,82,198,4.375949610064611,18.0
15359,82,199,6.16976133360619,18.0
15360,82,201,17.71618734166757,26.5
15361,82,202,6.6523733303284835,18.0
15362,82,203,14.627961835653064,26.5
15363,82,204,35.124789629407346,26.5
15364,82,205,10.788710118123602,26.5
15365,82,206,19.887490078122703,18.0
15366,82,208,10.744321929409395,18.0
15367,82,209,11.038937558872155,18.0
15368,82,210,17.100735768969592,26.5
15369,82,211,10.25545341651498,18.0
15370,82,215,8.428298179107108,26.5
15371,82,216,8.926757709036707,26.5
15372,82,217,924.4552544698412,26.5
15373,82,219,13.203822460595285,26.5
15374,82,220,16.21397031017326,18.0
15375,82,221,20.523059027234666,19.0
15376,82,222,9.866368121947849,26.5
15377,82,223,4.731017373812471,18.0
15378,82,225,8.856484047590484,18.0
15379,82,226,4.817765617931547,18.0
15380,82,227,15.618757300171294,18.0
15381,82,228,14.021238509107507,18.0
15382,82,232,9.601478775408435,18.0
15383,82,234,9.419474271081114,18.0
15384,82,235,13.524366188044393,18.0
15385,82,236,8.099341494208291,18.0
15386,82,237,8.246196098458809,18.0
15387,82,238,9.961524165373513,18.0
15388,82,239,10.435274305669285,18.0
15389,82,240,17.85953296928951,18.0
15390,82,242,13.130137111846652,18.0
15391,82,243,12.676247335042955,18.0
15392,82,245,22.737591562135393,26.5
15393,82,246,10.46859667499933,18.0
15394,82,247,10.616375689203473,18.0
15395,82,248,11.229431894311153,18.0
15396,82,249,10.719544758353717,18.0
15397,82,251,24.924521497542774,26.5
15398,82,252,8.186212976030623,19.0
15399,82,253,10.686886510538987,26.5
15400,82,257,12.440038030342157,18.0
15401,82,258,5.5366550751024945,26.5
15402,82,259,17.540011489201543,18.0
15403,82,260,2.477876114536679,18.0
15404,82,261,11.631819498157867,18.0
15405,82,262,7.6382934478235835,18.0
15406,82,264,3866.1619750784507,26.5
15407,85,2,11.365583522512692,26.5
15408,85,4,8.633893480720966,18.0
15409,85,5,22.666755443244828,26.5
15410,85,6,10.55621763284347,26.5
15411,85,7,13.788897540652616,18.0
15412,85,8,14.646859009819185,18.0
15413,85,9,18.74064677510985,26.5
15414,85,10,14.719101752278204,26.5
15415,85,11,6.500298004828987,26.5
15416,85,12,7.7982253011089,18.0
15417,85,13,8.552559850409798,18.0
15418,85,14,5.999263217102612,18.0
15419,85,16,20.05317420584521,26.5
15420,85,17,7.694032463460441,18.0
15421,85,18,25.228483310617854,18.0
15422,85,19,20.591636544705235,26.5
15423,85,20,23.61502375111139,18.0
15424,85,21,4.649704577782036,26.5
15425,85,22,5.573590808643014,19.0
15426,85,24,16.734184802475088,18.0
15427,85,25,4.663719065955831,18.0
15428,85,26,3.8551772617573894,18.0
15429,85,29,8.010940027222087,26.5
15430,85,30,12.69852511540302,26.5
15431,85,31,1649.7405210359957,26.5
15432,85,32,23.597424912856976,18.0
15433,85,33,6.13401940592331,18.0
15434,85,34,5.818462396571037,18.0
15435,85,35,4.065991337831743,18.0
15436,85,36,6.573326705029747,18.0
15437,85,37,5.584482122114233,18.0
15438,85,38,19.013798190255695,26.5
15439,85,39,4.708702393247141,26.5
15440,85,40,4.586263921973596,18.0
15441,85,42,16.642800647313624,18.0
15442,85,43,14.834996193824695,18.0
15443,85,45,8.181978922843754,18.0
15444,85,46,26.232519929190556,26.5
15445,85,48,8.022544901294737,18.0
15446,85,49,4.53557515455885,18.0
15447,85,50,12.694513176462191,18.0
15448,85,51,27.126357110418553,18.0
15449,85,52,5.479376428849033,18.0
15450,85,53,17.93305249590906,18.0
15451,85,54,5.723720341095963,18.0
15452,85,55,8.750617807288323,26.5
15453,85,56,13.512378433113572,18.0
15454,85,57,13.512378433113572,18.0
15455,85,58,24.0064742152122,18.0
15456,85,59,21.716077596004695,18.0
15457,85,60,21.47765394326145,18.0
15458,85,61,2.4254903972188795,18.0
15459,85,62,2.4078087054464907,18.0
15460,85,63,8.337375180746847,19.0
15461,85,64,22.036386894839847,26.5
15462,85,65,5.372221976945219,18.0
15463,85,66,6.2010060704791545,18.0
15464,85,67,5.704465878625384,19.0
15465,85,68,11.075942064858669,18.0
15466,85,69,19.64888140617407,18.0
15467,85,70,14.587557700428796,18.0
15468,85,73,18.80404376617488,26.5
15469,85,74,17.130183165677995,18.0
15470,85,75,16.978614572287462,18.0
15471,85,76,6.4981150821690585,19.0
15472,85,77,5.429123048929364,19.0
15473,85,78,22.45323530881963,18.0
15474,85,79,9.251182195181267,18.0
15475,85,80,7.0072928580694125,18.0
15476,85,81,28.659689479356388,19.0
15477,85,82,11.6804913791292,18.0
15478,85,86,17.646404729357382,26.5
15479,85,87,8.468016300059615,18.0
15480,85,88,7.5426951795185255,18.0
15481,85,89,1.33026812930926,18.0
15482,85,90,10.564079484631662,18.0
15483,85,91,3.6192453669306155,26.5
15484,85,92,17.38990269155145,19.0
15485,85,94,24.487878662114365,18.0
15486,85,95,12.18397066401611,19.0
15487,85,97,4.903575925202909,18.0
15488,85,98,16.66215437986288,26.5
15489,85,99,20.461982015642022,26.5
15490,85,100,11.94103541390851,18.0
15491,85,101,23.285638478780722,26.5
15492,85,102,8.208871365955833,18.0
15493,85,106,4.286983228277671,18.0
15494,85,107,9.848860203913397,18.0
15495,85,108,6.130015367865296,26.5
15496,85,109,19.772150251022104,26.5
15497,85,110,18.26979791752954,26.5
15498,85,111,2.9762710578705396,18.0
15499,85,112,8.257563032869436,18.0
15500,85,113,9.789732097656278,18.0
15501,85,114,9.596468244962947,18.0
15502,85,116,19.420673205986414,18.0
15503,85,117,14.056464741370432,26.5
15504,85,119,20.910100742413444,18.0
15505,85,120,21.945938728375882,18.0
15506,85,122,17.440718039573657,26.5
15507,85,123,7.054538516107198,26.5
15508,85,124,10.142368750489512,26.5
15509,85,125,9.645040347548816,18.0
15510,85,126,19.11730024767837,18.0
15511,85,127,24.612652595434252,18.0
15512,85,128,24.899192280565213,18.0
15513,85,129,13.199362207122267,18.0
15514,85,130,14.380354751062082,26.5
15515,85,131,16.256392418547478,26.5
15516,85,132,14.91740470159727,26.5
15517,85,133,1.296217873545259,18.0
15518,85,134,12.488150670493148,26.5
15519,85,135,12.743890652126634,26.5
15520,85,136,25.2020902522642,18.0
15521,85,137,10.164383154057637,18.0
15522,85,138,15.661776124617273,18.0
15523,85,139,17.352106239526744,26.5
15524,85,140,13.119331317006228,18.0
15525,85,141,13.15795109609038,18.0
15526,85,143,13.988023439081001,18.0
15527,85,144,8.590709945963997,18.0
15528,85,145,10.347565028924466,18.0
15529,85,146,11.315012767127055,18.0
15530,85,147,19.21239400572881,18.0
15531,85,148,7.826452990761061,18.0
15532,85,149,4.398169092797707,26.5
15533,85,150,8.206190619269346,26.5
15534,85,151,16.734184802475088,18.0
15535,85,152,18.48760197793323,18.0
15536,85,153,25.503537879955825,18.0
15537,85,156,17.1682441239956,26.5
15538,85,157,8.963568829710702,18.0
15539,85,158,10.973659149070858,18.0
15540,85,159,19.29579238175714,18.0
15541,85,160,10.03916516986794,18.0
15542,85,161,12.365537109211372,18.0
15543,85,162,12.340500860614313,18.0
15544,85,163,13.063195022147113,18.0
15545,85,164,11.404096729848915,18.0
15546,85,165,3.5031948910164603,19.0
15547,85,166,17.849905241475454,18.0
15548,85,167,19.88226436096128,18.0
15549,85,168,17.411143340529108,18.0
15550,85,169,22.9744895073269,18.0
15551,85,170,11.131723476862433,18.0
15552,85,171,10.410036401693468,18.0
15553,85,174,26.182212831233514,18.0
15554,85,175,19.784406118772115,26.5
15555,85,176,16.52113959906824,26.5
15556,85,177,4.686417897372876,18.0
15557,85,178,7.165822680620603,26.5
15558,85,180,9.93808544242516,26.5
15559,85,181,3.4100023024003256,18.0
15560,85,182,21.9340076142392,18.0
15561,85,183,27.87173584031731,19.0
15562,85,184,25.016721298645507,18.0
15563,85,185,24.26239243265479,18.0
15564,85,187,15.343365432446154,26.5
15565,85,188,3.4288755161300375,18.0
15566,85,189,3.321157705872869,18.0
15567,85,190,1.8640042033614577,18.0
15568,85,191,20.036523183447926,26.5
15569,85,192,15.144035552398226,19.0
15570,85,193,12.186758421411515,18.0
15571,85,194,16.37775878448186,18.0
15572,85,195,5.340822743239768,18.0
15573,85,196,11.362554322984563,18.0
15574,85,197,11.911851988359288,26.5
15575,85,198,7.399466999005979,18.0
15576,85,199,16.969691178663663,18.0
15577,85,201,12.69708462922594,26.5
15578,85,202,12.439557066191659,18.0
15579,85,203,18.657673889310082,26.5
15580,85,204,24.299729809165704,26.5
15581,85,205,17.34293289967472,26.5
15582,85,206,10.366189613085792,18.0
15583,85,208,22.39198891457989,18.0
15584,85,209,7.397310487874618,18.0
15585,85,210,6.5570766688053,26.5
15586,85,211,8.916309359387721,18.0
15587,85,215,14.575107729014816,26.5
15588,85,216,11.77574371997339,26.5
15589,85,217,912.7761709135265,26.5
15590,85,219,18.779731408205432,26.5
15591,85,220,26.022172210229492,18.0
15592,85,221,10.3399433660976,19.0
15593,85,222,6.452999791905507,26.5
15594,85,223,14.579443705968371,18.0
15595,85,225,2.940412374896743,18.0
15596,85,226,10.186732671854486,18.0
15597,85,227,4.650427658626673,18.0
15598,85,228,3.38366880569723,18.0
15599,85,232,7.726708708179362,18.0
15600,85,234,10.044180792984408,18.0
15601,85,235,22.947535204288172,18.0
15602,85,236,13.26203405048592,18.0
15603,85,237,14.447710297214535,18.0
15604,85,238,14.647689380331615,18.0
15605,85,239,14.48547161996474,18.0
15606,85,240,28.137212670181164,18.0
15607,85,242,24.08996426606119,18.0
15608,85,243,21.254580197144243,18.0
15609,85,245,13.277251329727198,26.5
15610,85,246,12.197520505186485,18.0
15611,85,247,19.8821223746241,18.0
15612,85,248,22.024900259782747,18.0
15613,85,249,10.298812497108127,18.0
15614,85,251,15.168422149606272,26.5
15615,85,252,19.855190297372292,19.0
15616,85,253,22.117487557635837,26.5
15617,85,257,1.843332572974861,18.0
15618,85,258,9.375729341762424,26.5
15619,85,259,28.308115479794555,18.0
15620,85,260,11.476756121495125,18.0
15621,85,261,8.415094476809426,18.0
15622,85,262,14.90317540823322,18.0
15623,85,264,3861.946568695478,26.5
15624,86,2,6.779075922466908,35.0
15625,86,4,23.14315705842479,26.5
15626,86,5,37.6286594943499,35.0
15627,86,6,26.15277896762853,35.0
15628,86,7,23.6930081400453,26.5
15629,86,8,23.905031953016664,26.5
15630,86,9,17.597505431643174,35.0
15631,86,10,8.237473384144321,35.0
15632,86,11,20.718344236449813,35.0
15633,86,12,24.52326151678348,26.5
15634,86,13,25.01351282027174,26.5
15635,86,14,22.819515943067852,26.5
15636,86,16,18.22479483478627,35.0
15637,86,17,21.17832220818353,26.5
